<Shift Report>,

< Field Key >,< Field Name >
SHIFT,"Shiftname
"
DATE,"Date
"
WEEK,"Week
"
MONTH,"Month
"
OPERATOR,"Operator
"
LOOM,"Loom
"
MAC_TYPE,"Type
"
STYLE,"Style
"
TOP_BEAM,"TopBeam
"
BEAM,"Beam
"
RPM,"RPM
"
EFFIC,"Effic.
"
RUN,"Run
"
STOP,"Stop
"
PRODUCT,"Product
"
RYUURYOU,"Air flow
"
WARP_TOP,"WapTop
"
WARP,"Warp
"
FALS,"False
"
CC_FRONT,"False(F)
"
CC_REAR,"False(R)
"
LENO,"Leno
"
LENO_L,"Leno(L)
"
LENO_R,"Leno(R)
"
WEFT,"Weft
"
WARP_OUT,"WapOut
"
DOFF,"Doff
"
MANUAL,"Manu
"
PWR_OFF,"Off
"
OTHER,"Other
"
UNSELECT,"UnSelect
"
UNSELECT2,"UnSelect2
"
TOTAL,"Total
"
TOTAL2,"Total2
"
WF1,WF1
WF2,WF2
LH,LH
COLOR1,"(1)
"
COLOR2,"(2)
(%)","Run
(min)","Stop
(min)","Product
(1000pick)","Product
(meter)",AF1,AF2,"Air flow
(m3/h)","Manu
(times)","Manu
(min)","Warp
(times)","Warp
(min)","Warp
(times/h)","Warp
(times/day)","Warp
(times/cmpx)","Weft
(times)","Weft
(min)","Weft
(times/h)","Weft
(times/day)","Weft
(times/cmpx)","UnSelect
(times)","UnSelect
(min)","UnSelect2
(times)","UnSelect
(times/h)","UnSelect
(times/day)","UnSelect
(times/cmpx)","Total
(times)","Total
(min)","Total2
(times)","Total
(times/h)","Total
(times/day)","Total
(times/cmpx)","WF1(1)
(times)","WF1(1)
(min)","WF1(1)
(times/h)","WF1(1)
(times/day)","WF1(1)
(times/cmpx)","WF1(2)
(times)","WF1(2)
(min)","WF1(2)
(times/h)","WF1(2)
(times/day)","WF1(2)
(times/cmpx)","WF2(1)
(times)","WF2(1)
(min)","WF2(1)
(times/h)","WF2(1)
(times/day)","WF2(1)
(times/cmpx)","WF2(2)
(times)","WF2(2)
(min)","WF2(2)
(times/h)","WF2(2)
(times/day)","WF2(2)
(times/cmpx)"
2021/11/21.A 001 8080 10288 46x2 1-1 1066 Z,2021/11/21.A,001,8080 10288 46x2 1-1,1066 Z,800 ,86.1 ,619.7 ,100.3 ,495.8 ,143.1 ,"2,278,823.5 ","37,181.0 ",61.3 ,5 ,1.4 ,21 ,36.9 ,2.03 ,48.80 ,4.24 ,53 ,59.3 ,5.13 ,123.16 ,10.69 ,3 ,2.8 ,0 ,0.00 ,0.00 ,0.00 ,82 ,100.3 ,74 ,7.16 ,171.96 ,14.93 ,32 ,35.2 ,3.10 ,74.36 ,6.45 ,14 ,14.7 ,1.36 ,32.53 ,2.82 ,3 ,5.6 ,0.29 ,6.97 ,0.61 ,4 ,3.7 ,0.39 ,9.30 ,0.81 
2021/11/21.A 002 8080 8080 86 1-1 1059 Z,2021/11/21.A,002,8080 8080 86 1-1,1059 Z,,,552.2 ,167.8 ,437.7 ,138.9 ,"1,885,542.1 ","33,132.0 ",,4 ,1.3 ,35 ,69.6 ,,,,78 ,95.3 ,,,,2 ,1.7 ,0 ,,,,119 ,167.8 ,113 ,,,,11 ,6.8 ,,,,14 ,12.9 ,,,,34 ,54.3 ,,,,19 ,21.3 ,,,
2021/11/21.A 003 8080 8080 86 1-1 105 Z,2021/11/21.A,003,8080 8080 86 1-1,105 Z,,,603.1 ,117.0 ,481.7 ,152.9 ,"2,189,433.3 ","36,183.0 ",,6 ,2.0 ,40 ,62.4 ,,,,57 ,45.3 ,,,,2 ,7.3 ,1 ,,,,105 ,117.0 ,98 ,,,,15 ,8.5 ,,,,34 ,29.5 ,,,,7 ,7.0 ,,,,1 ,0.4 ,,,
2021/11/21.A 004 8080 10288 46x2 1-1 17 Z,2021/11/21.A,004,8080 10288 46x2 1-1,17 Z,,,600.2 ,119.8 ,480.6 ,138.7 ,"2,216,775.6 ","36,010.0 ",,4 ,0.9 ,36 ,69.7 ,,,,48 ,45.1 ,,,,3 ,4.1 ,0 ,,,,91 ,119.8 ,84 ,,,,9 ,9.8 ,,,,20 ,15.2 ,,,,9 ,8.3 ,,,,10 ,11.9 ,,,
2021/11/21.A 005 6060 18590 118 strip 1168 Z,2021/11/21.A,005,6060 18590 118 strip,1168 Z,,,512.2 ,205.7 ,345.5 ,108.5 ,"2,462,622.1 ","30,729.0 ",,2 ,1.6 ,19 ,60.8 ,,,,36 ,33.7 ,,,,4 ,109.7 ,0 ,,,,61 ,205.7 ,55 ,,,,10 ,6.0 ,,,,15 ,11.7 ,,,,10 ,13.9 ,,,,1 ,2.1 ,,,
2021/11/21.A 006 4040 10080 124 1-1 1042 Z,2021/11/21.A,006,4040 10080 124 1-1,1042 Z,,,646.6 ,73.8 ,435.0 ,129.2 ,"4,305,469.1 ","38,795.0 ",,5 ,2.2 ,16 ,30.7 ,,,,34 ,37.8 ,,,,5 ,3.1 ,0 ,,,,60 ,73.8 ,50 ,,,,17 ,15.3 ,,,,17 ,22.1 ,,,,0 ,0.0 ,,,,0 ,0.4 ,,,
2021/11/21.A 007 6060 18587 126 4-1 1014 Z,2021/11/21.A,007,6060 18587 126 4-1,1014 Z,,,468.4 ,251.6 ,263.9 ,77.0 ,"2,489,822.0 ","28,105.0 ",,3 ,1.0 ,73 ,157.1 ,,,,48 ,48.7 ,,,,3 ,44.9 ,0 ,,,,127 ,251.6 ,121 ,,,,32 ,26.1 ,,,,12 ,16.6 ,,,,2 ,4.7 ,,,,2 ,1.2 ,,,
2021/11/21.A 008 6060 18587 123 4-1 317 Z,2021/11/21.A,008,6060 18587 123 4-1,317 Z,,,664.5 ,55.5 ,432.3 ,126.2 ,"3,522,204.1 ","39,871.0 ",,5 ,2.1 ,11 ,21.5 ,,,,31 ,28.8 ,,,,5 ,3.1 ,0 ,,,,52 ,55.5 ,42 ,,,,20 ,18.9 ,,,,11 ,9.6 ,,,,0 ,0.0 ,,,,0 ,0.4 ,,,
2021/11/21.A 009 6060 18587 126 4-1 1151 Z,2021/11/21.A,009,6060 18587 126 4-1,1151 Z,,,559.5 ,160.6 ,361.2 ,105.5 ,"3,329,510.7 ","33,567.0 ",,4 ,1.7 ,32 ,93.5 ,,,,56 ,64.0 ,,,,1 ,1.4 ,0 ,,,,93 ,160.6 ,88 ,,,,20 ,17.9 ,,,,29 ,36.1 ,,,,2 ,4.3 ,,,,5 ,5.8 ,,,
2021/11/21.A 010 4040 13079 67x59 4-1 1174 Z,2021/11/21.A,010,4040 13079 67x59 4-1,1174 Z,,,637.1 ,83.0 ,421.8 ,135.6 ,"3,688,519.5 ","38,223.0 ",,5 ,2.6 ,15 ,37.1 ,,,,31 ,37.2 ,,,,3 ,6.2 ,0 ,,,,54 ,83.0 ,46 ,,,,12 ,11.7 ,,,,9 ,15.1 ,,,,7 ,6.3 ,,,,3 ,4.0 ,,,
2021/11/21.A 011 4040 11083 123 1-1 1036 Z,2021/11/21.A,011,4040 11083 123 1-1,1036 Z,,,644.2 ,71.4 ,432.9 ,127.7 ,"4,494,687.1 ","38,654.0 ",,5 ,1.8 ,15 ,25.7 ,,,,37 ,40.2 ,,,,6 ,3.8 ,0 ,,,,63 ,71.4 ,52 ,,,,23 ,26.6 ,,,,13 ,11.3 ,,,,0 ,0.0 ,,,,1 ,2.3 ,,,
2021/11/21.A 012 6060 164113 124 33mm 1001 Z,2021/11/21.A,012,6060 164113 124 33mm,1001 Z,,,652.9 ,62.2 ,414.4 ,117.1 ,"3,325,702.8 ","39,172.0 ",,6 ,2.2 ,12 ,23.4 ,,,,34 ,33.5 ,,,,5 ,3.1 ,0 ,,,,57 ,62.2 ,46 ,,,,20 ,20.2 ,,,,14 ,12.9 ,,,,0 ,0.0 ,,,,0 ,0.4 ,,,
2021/11/21.A 013 8080 9088 46x2 1-1 1079Z,2021/11/21.A,013,8080 9088 46x2 1-1,1079Z,,,598.7 ,121.3 ,432.0 ,124.7 ,"2,216,387.4 ","35,922.0 ",,1 ,1.2 ,22 ,56.5 ,,,,61 ,53.4 ,,,,3 ,10.2 ,3 ,,,,87 ,121.3 ,86 ,,,,25 ,21.3 ,,,,18 ,19.8 ,,,,13 ,9.0 ,,,,5 ,3.3 ,,,
2021/11/21.A 014 8080 10288 46x2 1-1 1054 Z,2021/11/21.A,014,8080 10288 46x2 1-1,1054 Z,,,644.7 ,75.3 ,515.5 ,148.8 ,"2,468,944.4 ","38,680.0 ",,4 ,1.2 ,13 ,25.7 ,,,,43 ,39.2 ,,,,8 ,9.3 ,0 ,,,,68 ,75.3 ,56 ,,,,20 ,19.8 ,,,,10 ,7.2 ,,,,6 ,5.9 ,,,,7 ,6.3 ,,,
2021/11/21.A 015 4040 127121 106 2-1 1053,2021/11/21.A,015,4040 127121 106 2-1,1053,,,626.0 ,94.1 ,385.0 ,81.9 ,"2,445,777.0 ","37,558.0 ",,9 ,6.1 ,8 ,10.9 ,,,,26 ,22.1 ,,,,4 ,55.0 ,1 ,,,,47 ,94.1 ,35 ,,,,12 ,8.2 ,,,,6 ,5.3 ,,,,4 ,5.9 ,,,,4 ,2.7 ,,,
2021/11/21.A 016 8080 9088 46x2 1-1 1084 Z,2021/11/21.A,016,8080 9088 46x2 1-1,1084 Z,,,657.8 ,62.2 ,524.8 ,151.5 ,"2,477,280.8 ","39,466.0 ",,4 ,1.2 ,16 ,27.0 ,,,,33 ,20.3 ,,,,7 ,13.8 ,1 ,,,,60 ,62.2 ,50 ,,,,10 ,5.4 ,,,,19 ,9.7 ,,,,2 ,0.8 ,,,,2 ,4.4 ,,,
2021/11/21.A 017 4040 10080 124 1-1 1192 Z,2021/11/21.A,017,4040 10080 124 1-1,1192 Z,,,484.2 ,235.8 ,340.5 ,109.1 ,"3,138,305.1 ","29,053.0 ",,2 ,3.4 ,26 ,83.0 ,,,,34 ,38.9 ,,,,3 ,110.5 ,0 ,,,,65 ,235.8 ,60 ,,,,6 ,7.1 ,,,,14 ,13.2 ,,,,12 ,15.7 ,,,,2 ,2.9 ,,,
2021/11/21.A 018 4040 13079 67x59 4-1 1019 Z,2021/11/21.A,018,4040 13079 67x59 4-1,1019 Z,,,642.2 ,66.9 ,418.1 ,123.9 ,"3,500,246.9 ","38,532.0 ",,5 ,2.4 ,13 ,26.7 ,,,,35 ,32.1 ,,,,6 ,5.7 ,0 ,,,,59 ,66.9 ,48 ,,,,19 ,16.2 ,,,,16 ,15.5 ,,,,0 ,0.0 ,,,,0 ,0.4 ,,,
2021/11/21.A 019 4040 13079 67x59 4-1 1157 Z,2021/11/21.A,019,4040 13079 67x59 4-1,1157 Z,,,615.2 ,104.8 ,417.1 ,134.1 ,"3,756,801.6 ","36,911.0 ",,6 ,6.5 ,15 ,50.5 ,,,,39 ,33.6 ,,,,8 ,14.2 ,0 ,,,,68 ,104.8 ,54 ,,,,20 ,17.6 ,,,,16 ,13.1 ,,,,1 ,0.5 ,,,,2 ,2.4 ,,,
2021/11/21.A 020 6060 18587 126 4-1 1002 Z,2021/11/21.A,020,6060 18587 126 4-1,1002 Z,,,470.4 ,249.6 ,280.8 ,82.0 ,"2,427,153.7 ","28,226.0 ",,4 ,10.8 ,59 ,167.0 ,,,,72 ,65.7 ,,,,8 ,6.1 ,0 ,,,,143 ,249.6 ,131 ,,,,29 ,23.1 ,,,,31 ,30.2 ,,,,10 ,9.4 ,,,,2 ,3.1 ,,,
2021/11/21.A 021 6060 18587 123 4-1 1161 R,2021/11/21.A,021,6060 18587 123 4-1,1161 R,,,603.8 ,116.2 ,389.7 ,113.8 ,"3,358,874.7 ","36,226.0 ",,6 ,6.5 ,29 ,62.9 ,,,,68 ,39.0 ,,,,10 ,7.9 ,0 ,,,,113 ,116.2 ,97 ,,,,22 ,10.9 ,,,,44 ,27.2 ,,,,1 ,0.8 ,,,,1 ,0.2 ,,,
2021/11/21.A 022 6060 18587 126 4-1 1154 Z,2021/11/21.A,022,6060 18587 126 4-1,1154 Z,,,582.7 ,137.4 ,376.0 ,109.8 ,"3,188,960.0 ","34,959.0 ",,4 ,12.2 ,33 ,75.1 ,,,,65 ,46.9 ,,,,1 ,3.1 ,0 ,,,,103 ,137.4 ,98 ,,,,24 ,15.3 ,,,,26 ,18.9 ,,,,3 ,2.1 ,,,,12 ,10.7 ,,,
2021/11/21.A 023 6060 18587 126 4-1 1028 Z,2021/11/21.A,023,6060 18587 126 4-1,1028 Z,,,590.7 ,129.3 ,353.8 ,103.3 ,"3,352,648.0 ","35,444.0 ",,3 ,1.2 ,48 ,94.0 ,,,,53 ,34.1 ,,,,0 ,0.0 ,0 ,,,,104 ,129.3 ,101 ,,,,20 ,16.4 ,,,,33 ,17.6 ,,,,0 ,0.0 ,,,,0 ,0.1 ,,,
2021/11/21.A 024 6060 18587 123 4-1 1044 R,2021/11/21.A,024,6060 18587 123 4-1,1044 R,,,576.9 ,143.1 ,369.6 ,107.9 ,"3,165,887.9 ","34,615.0 ",,3 ,1.3 ,38 ,73.1 ,,,,67 ,66.6 ,,,,1 ,2.1 ,0 ,,,,109 ,143.1 ,105 ,,,,28 ,20.0 ,,,,10 ,4.5 ,,,,28 ,41.7 ,,,,1 ,0.4 ,,,
2021/11/21.A 25 4040 10080 124 1-1 1169 Z,2021/11/21.A,25,4040 10080 124 1-1,1169 Z,,,667.3 ,52.7 ,532.5 ,170.1 ,"4,628,562.0 ","40,036.0 ",,6 ,3.1 ,19 ,26.8 ,,,,28 ,20.6 ,,,,2 ,2.3 ,0 ,,,,55 ,52.7 ,47 ,,,,20 ,15.2 ,,,,4 ,2.4 ,,,,2 ,1.6 ,,,,2 ,1.4 ,,,
2021/11/21.A 26 6060 173120 108 1170Z,2021/11/21.A,26,6060 173120 108,1170Z,,,543.6 ,176.4 ,271.5 ,57.7 ,"1,880,427.7 ","32,618.0 ",,8 ,3.1 ,59 ,119.4 ,,,,68 ,53.9 ,,,,0 ,0.0 ,0 ,,,,135 ,176.4 ,127 ,,,,32 ,22.0 ,,,,32 ,26.3 ,,,,1 ,1.7 ,,,,3 ,4.0 ,,,
2021/11/21.A 27 4040 10080 124 1-1 1016 Z,2021/11/21.A,27,4040 10080 124 1-1,1016 Z,,,665.3 ,54.7 ,511.5 ,163.5 ,"4,178,321.7 ","39,919.0 ",,5 ,1.6 ,23 ,31.3 ,,,,33 ,21.8 ,,,,0 ,0.0 ,0 ,,,,61 ,54.7 ,56 ,,,,19 ,13.3 ,,,,12 ,6.6 ,,,,1 ,0.7 ,,,,1 ,1.2 ,,,
2021/11/21.A 28 4040 11082 124 1-1 1040,2021/11/21.A,28,4040 11082 124 1-1,1040,,,645.8 ,74.2 ,466.5 ,146.3 ,"4,066,392.7 ","38,746.0 ",,8 ,6.3 ,22 ,27.1 ,,,,47 ,29.2 ,,,,12 ,11.7 ,0 ,,,,89 ,74.2 ,69 ,,,,18 ,10.6 ,,,,25 ,14.9 ,,,,0 ,0.2 ,,,,4 ,3.5 ,,,
2021/11/21.A 29 4040 10080 124 1-1 1196 Z,2021/11/21.A,29,4040 10080 124 1-1,1196 Z,,,623.0 ,97.1 ,429.0 ,138.0 ,"3,633,418.2 ","37,377.0 ",,9 ,5.4 ,35 ,46.3 ,,,,42 ,45.4 ,,,,0 ,0.0 ,0 ,,,,86 ,97.1 ,77 ,,,,11 ,9.8 ,,,,4 ,11.0 ,,,,14 ,10.4 ,,,,13 ,14.3 ,,,
2021/11/21.A 30 6060 18587 126 4-1 1009 Z,2021/11/21.A,30,6060 18587 126 4-1,1009 Z,,,572.5 ,147.5 ,342.3 ,99.9 ,"3,285,329.6 ","34,351.0 ",,5 ,3.5 ,57 ,74.1 ,,,,113 ,59.9 ,,,,8 ,9.9 ,0 ,,,,183 ,147.5 ,170 ,,,,45 ,25.1 ,,,,66 ,34.2 ,,,,2 ,0.6 ,,,,0 ,0.0 ,,,
2021/11/21.A 31 6060 135115 102 1-1 1060 Z,2021/11/21.A,31,6060 135115 102 1-1,1060 Z,,,676.6 ,43.4 ,427.1 ,95.6 ,"2,494,218.2 ","40,596.0 ",,5 ,3.9 ,6 ,7.1 ,,,,50 ,27.5 ,,,,5 ,4.9 ,0 ,,,,66 ,43.4 ,56 ,,,,10 ,6.2 ,,,,29 ,13.1 ,,,,11 ,5.6 ,,,,0 ,2.7 ,,,
2021/11/21.A 32 4040 14085 104 4-1 1080 Z,2021/11/21.A,32,4040 14085 104 4-1,1080 Z,,,658.8 ,61.3 ,425.9 ,128.0 ,"2,782,560.0 ","39,525.0 ",,5 ,5.0 ,7 ,11.5 ,,,,57 ,39.2 ,,,,4 ,5.6 ,1 ,,,,73 ,61.3 ,65 ,,,,19 ,14.9 ,,,,36 ,23.6 ,,,,2 ,0.7 ,,,,0 ,0.0 ,,,
2021/11/21.A 33 4040 127121 106 2-1 1087 Z,2021/11/21.A,33,4040 127121 106 2-1,1087 Z,,,675.8 ,44.3 ,414.4 ,87.7 ,"2,538,117.0 ","40,545.0 ",,4 ,2.4 ,14 ,17.3 ,,,,43 ,23.3 ,,,,1 ,1.3 ,0 ,,,,62 ,44.3 ,57 ,,,,25 ,13.7 ,,,,16 ,9.3 ,,,,1 ,0.2 ,,,,1 ,0.2 ,,,
2021/11/21.A 34 8080 9088 46x2 1-1 1075 Z,2021/11/21.A,34,8080 9088 46x2 1-1,1075 Z,,,667.8 ,52.2 ,539.5 ,155.7 ,"2,808,035.5 ","40,069.0 ",,3 ,0.9 ,11 ,21.4 ,,,,27 ,22.2 ,,,,5 ,7.7 ,1 ,,,,46 ,52.2 ,39 ,,,,9 ,5.0 ,,,,10 ,4.4 ,,,,4 ,4.9 ,,,,4 ,8.0 ,,,
2021/11/21.A 35 3030 7674 72 1-1 1128 R,2021/11/21.A,35,3030 7674 72 1-1,1128 R,,,637.1 ,82.9 ,609.3 ,212.0 ,"2,489,724.5 ","38,227.0 ",,6 ,4.9 ,23 ,36.0 ,,,,39 ,37.4 ,,,,4 ,4.6 ,0 ,,,,72 ,82.9 ,62 ,,,,22 ,16.2 ,,,,11 ,7.4 ,,,,0 ,0.0 ,,,,6 ,13.7 ,,,
2021/11/21.A 36 4040 11085 75 1-1 1138 Z,2021/11/21.A,36,4040 11085 75 1-1,1138 Z,,,552.9 ,167.1 ,522.5 ,158.4 ,"2,448,241.2 ","33,174.0 ",,5 ,0.9 ,30 ,57.7 ,,,,25 ,26.1 ,,,,5 ,82.4 ,0 ,,,,65 ,167.1 ,55 ,,,,12 ,4.2 ,,,,12 ,21.5 ,,,,0 ,0.0 ,,,,1 ,0.4 ,,,
2021/11/21.A 37 4040 12776 77 4-1 1133 Z,2021/11/21.A,37,4040 12776 77 4-1,1133 Z,,,645.7 ,74.3 ,603.4 ,201.7 ,"2,512,096.1 ","38,743.0 ",,6 ,16.4 ,11 ,16.4 ,,,,69 ,40.6 ,,,,4 ,0.9 ,0 ,,,,90 ,74.3 ,80 ,,,,47 ,24.9 ,,,,12 ,6.6 ,,,,8 ,8.3 ,,,,2 ,0.8 ,,,
2021/11/21.A 38 4040 13079 59 4-1 03 Z,2021/11/21.A,38,4040 13079 59 4-1,03 Z,,,693.3 ,26.7 ,661.2 ,212.6 ,"2,417,733.9 ","41,599.0 ",,4 ,1.4 ,5 ,11.3 ,,,,15 ,13.2 ,,,,1 ,0.7 ,0 ,,,,25 ,26.7 ,20 ,,,,5 ,4.7 ,,,,8 ,3.5 ,,,,1 ,0.5 ,,,,1 ,4.6 ,,,
2021/11/21.A 39 4040 11083 123 1-1 1020 Z,2021/11/21.A,39,4040 11083 123 1-1,1020 Z,,,594.0 ,126.1 ,471.7 ,146.2 ,"4,219,777.2 ","35,637.0 ",,7 ,2.3 ,45 ,79.8 ,,,,51 ,37.8 ,,,,8 ,6.2 ,0 ,,,,111 ,126.1 ,96 ,,,,12 ,5.5 ,,,,27 ,21.0 ,,,,5 ,4.1 ,,,,7 ,7.2 ,,,
2021/11/21.A 40 6060173120110 dobby 1007 Z,2021/11/21.A,40,6060173120110 dobby,1007 Z,,,635.3 ,84.7 ,317.7 ,68.1 ,"2,433,834.3 ","38,118.0 ",,5 ,2.1 ,22 ,40.0 ,,,,57 ,39.4 ,,,,3 ,3.2 ,0 ,,,,87 ,84.7 ,79 ,,,,22 ,11.2 ,,,,33 ,24.8 ,,,,0 ,0.0 ,,,,2 ,3.3 ,,,
2021/11/21.A 41 4040 11083 123 1-1 1024 Z,2021/11/21.A,41,4040 11083 123 1-1,1024 Z,,,670.9 ,49.1 ,531.0 ,164.4 ,"4,581,080.1 ","40,252.0 ",,7 ,2.2 ,15 ,28.9 ,,,,19 ,15.9 ,,,,4 ,2.1 ,0 ,,,,45 ,49.1 ,34 ,,,,6 ,3.8 ,,,,4 ,3.9 ,,,,5 ,3.3 ,,,,4 ,4.9 ,,,
2021/11/21.A 42 4040 11082 124 1-1 1025 Z,2021/11/21.A,42,4040 11082 124 1-1,1025 Z,,,559.0 ,161.0 ,437.9 ,137.3 ,"3,899,257.5 ","33,542.0 ",,16 ,8.1 ,28 ,49.2 ,,,,69 ,92.4 ,,,,5 ,11.3 ,0 ,,,,118 ,161.0 ,97 ,,,,28 ,42.7 ,,,,21 ,24.1 ,,,,13 ,16.8 ,,,,7 ,8.9 ,,,
2021/11/21.A 43 6060 164113 128 1-1 1164,2021/11/21.A,43,6060 164113 128 1-1,1164,,,581.6 ,138.4 ,312.1 ,71.1 ,"3,275,526.3 ","34,898.0 ",,13 ,24.3 ,17 ,66.6 ,,,,44 ,24.0 ,,,,2 ,23.5 ,0 ,,,,76 ,138.4 ,61 ,,,,25 ,12.0 ,,,,16 ,9.0 ,,,,1 ,0.3 ,,,,2 ,2.6 ,,,
2021/11/21.A 44 6060 18587 123 4-1 1172,2021/11/21.A,44,6060 18587 123 4-1,1172,,,599.0 ,121.0 ,366.2 ,106.9 ,"3,390,314.5 ","35,941.0 ",,5 ,2.2 ,41 ,82.6 ,,,,44 ,34.8 ,,,,1 ,1.3 ,0 ,,,,91 ,121.0 ,85 ,,,,21 ,17.6 ,,,,20 ,14.8 ,,,,2 ,1.6 ,,,,1 ,0.9 ,,,
2021/11/21.A 45 8080 8080 86 1-1 1073 Z,2021/11/21.A,45,8080 8080 86 1-1,1073 Z,,,621.1 ,98.9 ,494.8 ,157.2 ,"2,381,734.0 ","37,267.0 ",,3 ,1.3 ,29 ,53.4 ,,,,61 ,37.9 ,,,,6 ,6.3 ,2 ,,,,99 ,98.9 ,92 ,,,,32 ,21.0 ,,,,20 ,10.6 ,,,,3 ,2.2 ,,,,6 ,4.1 ,,,
2021/11/21.A 46 4040 127121 106 2-1 1049 Z,2021/11/21.A,46,4040 127121 106 2-1,1049 Z,,,660.5 ,59.5 ,408.0 ,86.4 ,"2,646,754.1 ","39,628.0 ",,7 ,5.1 ,21 ,31.5 ,,,,26 ,22.9 ,,,,1 ,0.1 ,0 ,,,,55 ,59.5 ,47 ,,,,14 ,9.6 ,,,,11 ,13.1 ,,,,0 ,0.0 ,,,,1 ,0.2 ,,,
2021/11/21.A 47 8080 10288 46x2 1-1 1071 Z,2021/11/21.A,47,8080 10288 46x2 1-1,1071 Z,,,631.8 ,88.2 ,503.9 ,145.4 ,"2,341,700.7 ","37,910.0 ",,8 ,5.8 ,15 ,30.3 ,,,,62 ,42.9 ,,,,11 ,9.2 ,0 ,,,,96 ,88.2 ,77 ,,,,21 ,12.4 ,,,,36 ,25.7 ,,,,1 ,2.2 ,,,,4 ,2.5 ,,,
2021/11/21.A 48 8080 9088 46x2 1-1 1086 Z,2021/11/21.A,48,8080 9088 46x2 1-1,1086 Z,,,610.2 ,109.8 ,443.3 ,128.0 ,"2,291,116.4 ","36,611.0 ",,4 ,0.8 ,26 ,69.3 ,,,,37 ,38.4 ,,,,1 ,1.3 ,0 ,,,,68 ,109.8 ,63 ,,,,21 ,20.3 ,,,,15 ,16.8 ,,,,1 ,1.3 ,,,,0 ,0.0 ,,,
2021/11/21.A 49 3030 7674 72 1-1 1116 R,2021/11/21.A,49,3030 7674 72 1-1,1116 R,,,670.5 ,49.5 ,641.7 ,223.3 ,"2,243,973.6 ","40,229.0 ",,5 ,1.3 ,14 ,22.3 ,,,,21 ,21.0 ,,,,4 ,5.0 ,0 ,,,,44 ,49.5 ,35 ,,,,8 ,8.9 ,,,,6 ,3.9 ,,,,6 ,7.7 ,,,,1 ,0.5 ,,,
2021/11/21.A 50 6060 135115 65 1-1 06 R,2021/11/21.A,50,6060 135115 65 1-1,06 R,,,642.2 ,77.8 ,607.8 ,136.0 ,"2,065,807.7 ","38,534.0 ",,7 ,1.6 ,10 ,36.8 ,,,,36 ,31.3 ,,,,5 ,8.1 ,3 ,,,,58 ,77.8 ,49 ,,,,17 ,10.8 ,,,,13 ,16.5 ,,,,2 ,1.1 ,,,,4 ,2.9 ,,,
